Grid_ID,Latitude,Longitude
GR3_F4J31_I,33.425,125.175
GR3_F4J31_U,33.275,125.025
GR3_F4J32_S,33.325,125.425
GR3_F4J33_R,33.075,125.125
GR3_F4J33_S,33.075,125.175
GR3_F4J33_U,33.025,125.025
GR3_F4J34_H,33.175,125.375
GR3_F4J34_O,33.125,125.475
GR3_F4J34_Y,33.025,125.475
GR3_F4J41_E,33.475,125.725
GR3_F4J41_K,33.375,125.525
GR3_F4J41_X,33.275,125.675
GR3_F4J42_B,33.475,125.825
GR3_F4J42_N,33.375,125.925
GR3_F4J42_P,33.325,125.775
GR3_F4J43_B,33.225,125.575
GR3_F4J43_H,33.175,125.625
GR3_F4J43_J,33.175,125.725
GR3_F4J43_L,33.125,125.575
GR3_F4J44_E,33.225,125.975
GR3_F4J44_G,33.175,125.825
GR3_F4J44_U,33.025,125.775
GR3_F4K11_N,33.875,126.175
GR3_F4K11_Q,33.825,126.075
GR3_F4K11_R,33.825,126.125
GR3_F4K11_S,33.825,126.175
GR3_F4K11_T,33.825,126.225
GR3_F4K11_W,33.775,126.125
GR3_F4K12_G,33.925,126.325
GR3_F4K12_K,33.875,126.275
GR3_F4K12_L,33.875,126.325
GR3_F4K12_O,33.875,126.475
GR3_F4K12_Q,33.825,126.325
GR3_F4K12_R,33.825,126.375
GR3_F4K12_S,33.825,126.425
GR3_F4K12_T,33.825,126.475
GR3_F4K13_G,33.675,126.075
GR3_F4K13_I,33.675,126.175
GR3_F4K13_O,33.625,126.225
GR3_F4K13_V,33.525,126.075
GR3_F4K14_Q,33.575,126.325
GR3_F4K14_S,33.575,126.425
GR3_F4K21_S,33.825,126.675
GR3_F4K21_T,33.825,126.725
GR3_F4K22_H,33.925,126.875
GR3_F4K22_N,33.875,126.925
GR3_F4K22_U,33.775,126.775
GR3_F4K22_V,33.775,126.825
GR3_F4K23_L,33.625,126.575
GR3_F4K23_Q,33.575,126.575
GR3_F4K23_V,33.525,126.575
GR3_F4K24_O,33.625,126.975
GR3_F4K24_X,33.525,126.925
GR3_F4K31_I,33.425,126.175
GR3_F4K31_J,33.425,126.225
GR3_F4K31_M,33.375,126.125
GR3_F4K31_R,33.325,126.125
GR3_F4K33_D,33.225,126.175
GR3_F4K33_J,33.175,126.225
GR3_F4K33_X,33.025,126.175
GR3_F4K34_F,33.175,126.275
GR3_F4K42_I,33.425,126.925
GR3_F4K42_R,33.325,126.875
GR3_F4K43_L,33.125,126.575
GR3_F4K43_Q,33.075,126.575
GR3_F4K43_V,33.025,126.575
GR3_F4L11_A,33.975,127.025
GR3_F4L11_B,33.975,127.075
GR3_F4L11_C,33.975,127.125
GR3_F4L11_D,33.975,127.175
GR3_F4L11_E,33.975,127.225
GR3_F4L11_F,33.925,127.025
GR3_F4L11_G,33.925,127.075
GR3_F4L11_I,33.925,127.175
GR3_F4L11_T,33.825,127.225
GR3_F4L11_U,33.775,127.025
GR3_F4L11_V,33.775,127.075
GR3_F4L11_W,33.775,127.125
GR3_F4L12_B,33.975,127.325
GR3_F4L12_C,33.975,127.375
GR3_F4L12_N,33.875,127.425
GR3_F4L13_O,33.625,127.225
GR3_F4L14_K,33.625,127.275
GR3_F4L14_L,33.625,127.325
GR3_F4L14_M,33.625,127.375
GR3_F4L14_S,33.575,127.425
GR3_F4L14_T,33.575,127.475
GR3_F4L21_B,33.975,127.575
GR3_F4L21_G,33.925,127.575
GR3_F4L21_H,33.925,127.625
GR3_F4L21_J,33.925,127.725
GR3_F4L21_M,33.875,127.625
GR3_F4L21_R,33.825,127.625
GR3_F4L22_E,33.975,127.975
GR3_F4L22_F,33.925,127.775
GR3_F4L22_K,33.875,127.775
GR3_F4L22_O,33.875,127.975
GR3_F4L22_X,33.775,127.925
GR3_F4L23_P,33.575,127.525
GR3_F4L24_D,33.725,127.925
GR3_F4L24_I,33.675,127.925
GR3_F4L24_N,33.625,127.925
GR3_F4L24_P,33.575,127.775
GR3_F4L24_S,33.575,127.925
GR3_F4L24_W,33.525,127.875
GR3_F4L31_K,33.375,127.025
GR3_F4L31_U,33.275,127.025
GR3_F4L31_X,33.275,127.175
GR3_F4L32_H,33.425,127.375
GR3_F4L32_S,33.325,127.425
GR3_F4L32_T,33.325,127.475
GR3_F4L32_V,33.275,127.325
GR3_F4L32_W,33.275,127.375
GR3_F4L34_V,33.025,127.325
GR3_F4L34_W,33.025,127.375
GR3_F4L42_H,33.425,127.875
GR3_F4L44_D,33.225,127.925
GR3_F4M22_G,32.925,124.825
GR3_F4M44_M,32.125,124.875
GR3_F4M44_R,32.075,124.875
GR3_F4M44_W,32.025,124.875
GR3_F4N11_D,32.975,125.175
GR3_F4N11_E,32.975,125.225
GR3_F4N11_H,32.925,125.125
GR3_F4N11_J,32.925,125.225
GR3_F4N13_D,32.725,125.175
GR3_F4N13_S,32.575,125.175
GR3_F4N14_I,32.675,125.425
GR3_F4N14_K,32.625,125.275
GR3_F4N14_P,32.575,125.275
GR3_F4N14_T,32.575,125.475
GR3_F4N21_C,32.975,125.625
GR3_F4N21_F,32.925,125.525
GR3_F4N21_H,32.925,125.625
GR3_F4N21_J,32.925,125.725
GR3_F4N21_N,32.875,125.675
GR3_F4N21_S,32.825,125.675
GR3_F4N22_B,32.975,125.825
GR3_F4N23_L,32.625,125.575
GR3_F4N23_M,32.625,125.625
GR3_F4N23_P,32.575,125.525
GR3_F4N24_W,32.525,125.875
GR3_F4N24_Y,32.525,125.975
GR3_F4N31_N,32.375,125.175
GR3_F4N31_S,32.325,125.175
GR3_F4N32_C,32.475,125.375
GR3_F4N32_L,32.375,125.325
GR3_F4N32_P,32.325,125.275
GR3_F4N32_S,32.325,125.425
GR3_F4N33_J,32.175,125.225
GR3_F4N33_N,32.125,125.175
GR3_F4N34_C,32.225,125.375
GR3_F4N41_E,32.475,125.725
GR3_F4N41_I,32.425,125.675
GR3_F4N42_B,32.475,125.825
GR3_F4N42_D,32.475,125.925
GR3_F4N42_F,32.425,125.775
GR3_F4N42_P,32.325,125.775
GR3_F4N42_Q,32.325,125.825
GR3_F4N43_M,32.125,125.625
GR3_F4N44_J,32.175,125.975
GR3_F4N44_Y,32.025,125.975
GR3_F4O11_B,32.975,126.075
GR3_F4O11_F,32.925,126.025
GR3_F4O11_K,32.875,126.025
GR3_F4O11_L,32.875,126.075
GR3_F4O11_M,32.875,126.125
GR3_F4O11_N,32.875,126.175
GR3_F4O12_B,32.975,126.325
GR3_F4O12_R,32.825,126.375
GR3_F4O12_S,32.825,126.425
GR3_F4O12_V,32.775,126.325
GR3_F4O12_W,32.775,126.375
GR3_F4O13_K,32.625,126.025
GR3_F4O13_Q,32.575,126.075
GR3_F4O13_R,32.575,126.125
GR3_F4O14_R,32.575,126.375
GR3_F4O21_S,32.825,126.675
GR3_F4O21_T,32.825,126.725
GR3_F4O22_E,32.975,126.975
GR3_F4O22_F,32.925,126.775
GR3_F4O22_I,32.925,126.925
GR3_F4O22_P,32.825,126.775
GR3_F4O23_K,32.625,126.525
GR3_F4O23_L,32.625,126.575
GR3_F4O23_U,32.525,126.525
GR3_F4O24_I,32.675,126.925
GR3_F4O31_D,32.475,126.175
GR3_F4O31_M,32.375,126.125
GR3_F4O31_Q,32.325,126.075
GR3_F4O32_A,32.475,126.275
GR3_F4O33_B,32.225,126.075
GR3_F4O33_D,32.225,126.175
GR3_F4O33_M,32.125,126.125
GR3_F4O33_P,32.075,126.025
GR3_F4O42_E,32.475,126.975
GR3_F4O42_Y,32.275,126.975
GR3_F4O43_H,32.175,126.625
GR3_F4O43_K,32.125,126.525
GR3_F4O43_W,32.025,126.625
GR3_F4O44_E,32.225,126.975
GR3_F4O44_N,32.125,126.925
GR3_F4P11_R,32.825,127.125
GR3_F4P11_Y,32.775,127.225
GR3_F4P12_A,32.975,127.275
GR3_F4P12_C,32.975,127.375
GR3_F4P12_H,32.925,127.375
GR3_F4P13_G,32.675,127.075
GR3_F4P13_K,32.625,127.025
GR3_F4P13_L,32.625,127.075
GR3_F4P13_O,32.625,127.225
GR3_F4P14_E,32.725,127.475
GR3_F4P14_P,32.575,127.275
GR3_F4P21_N,32.875,127.675
GR3_F4P21_P,32.825,127.525
GR3_F4P21_R,32.825,127.625
GR3_F4P23_D,32.725,127.675
GR3_F4P24_C,32.725,127.875
GR3_F4P24_F,32.675,127.775
GR3_F4P24_H,32.675,127.875
GR3_F4P31_I,32.425,127.175
GR3_F4P31_R,32.325,127.125
GR3_F4P32_U,32.275,127.275
GR3_F4P33_D,32.225,127.175
GR3_F4P41_R,32.325,127.625
GR3_F4P41_W,32.275,127.625
GR3_F4P43_C,32.225,127.625
GR3_G1E41_J,38.425,128.725
GR3_G1E43_Y,38.025,128.725
GR3_G1F33_F,38.175,129.025
GR3_G1G44_O,38.125,130.975
GR3_G1G44_Q,38.075,130.825
GR3_G1G44_R,38.075,130.875
GR3_G1H34_W,38.025,131.375
GR3_G1J13_X,37.525,129.175
GR3_G1J32_P,37.325,129.275
GR3_G1J32_Y,37.275,129.475
GR3_G1J34_B,37.225,129.325
GR3_G1J42_Y,37.275,129.975
GR3_G1J43_F,37.175,129.525
GR3_G1J43_H,37.175,129.625
GR3_G1J43_U,37.025,129.525
GR3_G1J44_K,37.125,129.775
GR3_G1J44_V,37.025,129.825
GR3_G1K12_Q,37.825,130.325
GR3_G1K12_U,37.775,130.275
GR3_G1K13_J,37.675,130.225
GR3_G1K13_T,37.575,130.225
GR3_G1K14_A,37.725,130.275
GR3_G1K14_C,37.725,130.375
GR3_G1K23_N,37.625,130.675
GR3_G1K31_J,37.425,130.225
GR3_G1K31_O,37.375,130.225
GR3_G1K31_Y,37.275,130.225
GR3_G1K34_J,37.175,130.475
GR3_G1K34_L,37.125,130.325
GR3_G1K34_P,37.075,130.275
GR3_G1K41_V,37.275,130.575
GR3_G1K42_D,37.475,130.925
GR3_G1L12_C,37.975,131.375
GR3_G1L32_U,37.275,131.275
GR3_G1L33_J,37.175,131.225
GR3_G1L33_V,37.025,131.075
GR3_G1L33_W,37.025,131.125
GR3_G1L33_X,37.025,131.175
GR3_G1L33_Y,37.025,131.225
GR3_G1L34_A,37.225,131.275
GR3_G1L44_B,37.225,131.825
GR3_G1L44_C,37.225,131.875
GR3_G1N12_O,36.875,129.475
GR3_G1N12_Y,36.775,129.475
GR3_G1N14_E,36.725,129.475
GR3_G1N14_S,36.575,129.425
GR3_G1N21_L,36.875,129.575
GR3_G1N21_Y,36.775,129.725
GR3_G1N22_B,36.975,129.825
GR3_G1N22_S,36.825,129.925
GR3_G1N22_W,36.775,129.875
GR3_G1N23_D,36.725,129.675
GR3_G1N23_E,36.725,129.725
GR3_G1N23_G,36.675,129.575
GR3_G1N23_K,36.625,129.525
GR3_G1N23_L,36.625,129.575
GR3_G1N23_P,36.575,129.525
GR3_G1N23_Q,36.575,129.575
GR3_G1N23_W,36.525,129.625
GR3_G1N24_C,36.725,129.875
GR3_G1N24_E,36.725,129.975
GR3_G1N24_F,36.675,129.775
GR3_G1N32_D,36.475,129.425
GR3_G1N34_M,36.125,129.375
GR3_G1N34_O,36.125,129.475
GR3_G1N34_T,36.075,129.475
GR3_G1N41_G,36.425,129.575
GR3_G1N41_K,36.375,129.525
GR3_G1N42_N,36.375,129.925
GR3_G1N42_S,36.325,129.925
GR3_G1N42_Y,36.275,129.975
GR3_G1N43_H,36.175,129.625
GR3_G1N43_K,36.125,129.525
GR3_G1N43_P,36.075,129.525
GR3_G1N43_R,36.075,129.625
GR3_G1N43_U,36.025,129.525
GR3_G1N43_X,36.025,129.675
GR3_G1N43_Y,36.025,129.725
GR3_G1N44_F,36.175,129.775
GR3_G1N44_P,36.075,129.775
GR3_G1N44_Q,36.075,129.825
GR3_G1N44_U,36.025,129.775
GR3_G1N44_W,36.025,129.875
GR3_G1O11_U,36.775,130.025
GR3_G1O22_C,36.975,130.875
GR3_G1O22_H,36.925,130.875
GR3_G1O31_H,36.425,130.125
GR3_G1O31_L,36.375,130.075
GR3_G1O31_U,36.275,130.025
GR3_G1O32_W,36.275,130.375
GR3_G1O34_D,36.225,130.425
GR3_G1O44_V,36.025,130.825
GR3_G1O44_W,36.025,130.875
GR3_G1P24_T,36.575,131.975
GR3_G2I14_F,37.675,132.275
GR3_G2I31_N,37.375,132.175
GR3_G2I41_X,37.275,132.675
GR3_G2I43_P,37.075,132.525
GR3_G2I43_Q,37.075,132.575
GR3_G2I43_R,37.075,132.625
GR3_G2I43_S,37.075,132.675
GR3_G2M12_Y,36.775,132.475
GR3_G2M13_I,36.675,132.175
GR3_G2M13_L,36.625,132.075
GR3_G2M14_G,36.675,132.325
GR3_G3A33_P,35.075,128.025
GR3_G3A34_Y,35.025,128.475
GR3_G3A44_M,35.125,128.875
GR3_G3A44_S,35.075,128.925
GR3_G3B21_E,35.975,129.725
GR3_G3B21_G,35.925,129.575
GR3_G3B21_S,35.825,129.675
GR3_G3B22_A,35.975,129.775
GR3_G3B22_F,35.925,129.775
GR3_G3B22_L,35.875,129.825
GR3_G3B22_M,35.875,129.875
GR3_G3B22_P,35.825,129.775
GR3_G3B22_Q,35.825,129.825
GR3_G3B23_G,35.675,129.575
GR3_G3B23_I,35.675,129.675
GR3_G3B23_N,35.625,129.675
GR3_G3B23_U,35.525,129.525
GR3_G3B24_F,35.675,129.775
GR3_G3B24_L,35.625,129.825
GR3_G3B24_Q,35.575,129.825
GR3_G3B24_V,35.525,129.825
GR3_G3B34_L,35.125,129.325
GR3_G3B43_D,35.225,129.675
GR3_G3B43_E,35.225,129.725
GR3_G3B43_G,35.175,129.575
GR3_G3B43_R,35.075,129.625
GR3_G3B44_A,35.225,129.775
GR3_G3C11_C,35.975,130.125
GR3_G3C11_N,35.875,130.175
GR3_G3C11_T,35.825,130.225
GR3_G3C12_I,35.925,130.425
GR3_G3C12_K,35.875,130.275
GR3_G3C12_N,35.875,130.425
GR3_G3C12_S,35.825,130.425
GR3_G3C12_V,35.775,130.325
GR3_G3C12_W,35.775,130.375
GR3_G3C12_X,35.775,130.425
GR3_G3C12_Y,35.775,130.475
GR3_G3C13_A,35.725,130.025
GR3_G3C13_G,35.675,130.075
GR3_G3C13_L,35.625,130.075
GR3_G3C13_O,35.625,130.225
GR3_G3C14_I,35.675,130.425
GR3_G3C14_X,35.525,130.425
GR3_G3C21_N,35.875,130.675
GR3_G3C23_W,35.525,130.625
GR3_G3C31_D,35.475,130.175
GR3_G3C31_S,35.325,130.175
GR3_G3C32_C,35.475,130.375
GR3_G3C32_D,35.475,130.425
GR3_G3C32_G,35.425,130.325
GR3_G3C32_N,35.375,130.425
GR3_G3C33_C,35.225,130.125
GR3_G3C33_F,35.175,130.025
GR3_G3E13_E,34.725,128.225
GR3_G3E13_L,34.625,128.075
GR3_G3E13_V,34.525,128.075
GR3_G3E13_W,34.525,128.125
GR3_G3E14_B,34.725,128.325
GR3_G3E14_G,34.675,128.325
GR3_G3E21_Q,34.825,128.575
GR3_G3E23_K,34.625,128.525
GR3_G3E23_N,34.625,128.675
GR3_G3E23_T,34.575,128.725
GR3_G3E24_A,34.725,128.775
GR3_G3E24_J,34.675,128.975
GR3_G3E24_R,34.575,128.875
GR3_G3E31_Q,34.325,128.075
GR3_G3E31_S,34.325,128.175
GR3_G3E31_T,34.325,128.225
GR3_G3E31_U,34.275,128.025
GR3_G3E31_V,34.275,128.075
GR3_G3E31_X,34.275,128.175
GR3_G3E32_K,34.375,128.275
GR3_G3E32_P,34.325,128.275
GR3_G3E32_Q,34.325,128.325
GR3_G3E32_V,34.275,128.325
GR3_G3E32_W,34.275,128.375
GR3_G3E32_X,34.275,128.425
GR3_G3E33_J,34.175,128.225
GR3_G3E33_S,34.075,128.175
GR3_G3E33_U,34.025,128.025
GR3_G3E34_E,34.225,128.475
GR3_G3E34_H,34.175,128.375
GR3_G3E34_I,34.175,128.425
GR3_G3E34_L,34.125,128.325
GR3_G3E34_R,34.075,128.375
GR3_G3E34_W,34.025,128.375
GR3_G3E41_C,34.475,128.625
GR3_G3E41_F,34.425,128.525
GR3_G3E41_G,34.425,128.575
GR3_G3E41_J,34.425,128.725
GR3_G3E41_M,34.375,128.625
GR3_G3E41_N,34.375,128.675
GR3_G3E41_W,34.275,128.625
GR3_G3E42_W,34.275,128.875
GR3_G3E43_F,34.175,128.525
GR3_G3E44_H,34.175,128.875
GR3_G3F11_D,34.975,129.175
GR3_G3F11_H,34.925,129.125
GR3_G3F13_W,34.525,129.125
GR3_G3F14_B,34.725,129.325
GR3_G3F14_C,34.725,129.375
GR3_G3F14_E,34.725,129.475
GR3_G3F14_F,34.675,129.275
GR3_G3F21_L,34.875,129.575
GR3_G3F21_M,34.875,129.625
GR3_G3F21_N,34.875,129.675
GR3_G3F21_P,34.825,129.525
GR3_G3F21_S,34.825,129.675
GR3_G3F21_T,34.825,129.725
GR3_G3F21_U,34.775,129.525
GR3_G3F21_W,34.775,129.625
GR3_G3F22_L,34.875,129.825
GR3_G3F22_N,34.875,129.925
GR3_G3F22_P,34.825,129.775
GR3_G3F22_R,34.825,129.875
GR3_G3F23_B,34.725,129.575
GR3_G3F23_C,34.725,129.625
GR3_G3F23_E,34.725,129.725
GR3_G3F23_S,34.575,129.675
GR3_G3F23_X,34.525,129.675
GR3_G3F24_F,34.675,129.775
GR3_G3F24_K,34.625,129.775
GR3_G3F24_L,34.625,129.825
GR3_G3F24_M,34.625,129.875
GR3_G3F31_F,34.425,129.025
GR3_G3F33_Y,34.025,129.225
GR3_G3F34_Q,34.075,129.325
GR3_G3F34_U,34.025,129.275
GR3_G3F34_V,34.025,129.325
GR3_G3F43_V,34.025,129.575
GR3_G3F43_W,34.025,129.625
GR3_G3F43_X,34.025,129.675
GR3_G3F44_K,34.125,129.775
GR3_G3F44_L,34.125,129.825
GR3_G3F44_V,34.025,129.825
GR3_G3G11_H,34.925,130.125
GR3_G3G11_U,34.775,130.025
GR3_G3G13_B,34.725,130.075
GR3_G3G13_C,34.725,130.125
GR3_G3G13_D,34.725,130.175
GR3_G3I11_H,33.925,128.125
GR3_G3I12_F,33.925,128.275
GR3_G3I12_G,33.925,128.325
GR3_G3I12_H,33.925,128.375
GR3_G3I13_F,33.675,128.025
GR3_G3I21_R,33.825,128.625
GR3_G3I31_B,33.475,128.075
GR3_G3I31_F,33.425,128.025
GR3_G3J12_D,33.975,129.425
GR3_G3J12_N,33.875,129.425
GR3_G3J12_O,33.875,129.475
GR3_G3J21_D,33.975,129.675
GR3_G3J21_H,33.925,129.625
GR3_G3J22_A,33.975,129.775
GR3_G3J22_F,33.925,129.775
GR3_J2A22_C,31.975,124.875
GR3_J2A22_E,31.975,124.975
GR3_J2A22_H,31.925,124.875
GR3_J2A22_O,31.875,124.975
GR3_J2A22_T,31.825,124.975
GR3_J2B11_P,31.825,125.025
GR3_J2B12_F,31.925,125.275
GR3_J2B12_J,31.925,125.475
GR3_J2B12_O,31.875,125.475
GR3_J2B12_R,31.825,125.375
GR3_J2B12_S,31.825,125.425
GR3_J2B12_V,31.775,125.325
GR3_J2B13_H,31.675,125.125
GR3_J2B13_L,31.625,125.075
GR3_J2B21_P,31.825,125.525
GR3_J2B21_U,31.775,125.525
GR3_J2B23_A,31.725,125.525
GR3_J2C21_H,31.925,126.625
GR3_C4I41_B,41.475,132.575
GR3_C4I41_L,41.375,132.575
GR3_C4I41_Q,41.325,132.575
GR3_F1L13_E,37.725,123.225
GR3_F1L14_Q,37.575,123.325
GR3_F1L14_X,37.525,123.425
GR3_F1L21_L,37.875,123.575
GR3_F1L21_O,37.875,123.725
GR3_F1L22_D,37.975,123.925
GR3_F1L22_U,37.775,123.775
GR3_F1L23_C,37.725,123.625
GR3_F1L23_J,37.675,123.725
GR3_F1L24_C,37.725,123.875
GR3_F1L24_H,37.675,123.875
GR3_F1L24_J,37.675,123.975
GR3_F1L24_K,37.625,123.775
GR3_F1L24_L,37.625,123.825
GR3_F1L24_P,37.575,123.775
GR3_F1L24_R,37.575,123.875
GR3_F1L24_S,37.575,123.925
GR3_F1L24_Y,37.525,123.975
GR3_F1L32_E,37.475,123.475
GR3_F1L34_J,37.175,123.475
GR3_F1L41_A,37.475,123.525
GR3_F1L41_U,37.275,123.525
GR3_F1L41_Y,37.275,123.725
GR3_F1L42_N,37.375,123.925
GR3_F1L42_O,37.375,123.975
GR3_F1L42_V,37.275,123.825
GR3_F1L42_X,37.275,123.925
GR3_F1L43_B,37.225,123.575
GR3_F1L43_F,37.175,123.525
GR3_F1L43_M,37.125,123.625
GR3_F1L43_R,37.075,123.625
GR3_F1L44_D,37.225,123.925
GR3_F1L44_I,37.175,123.925
GR3_F1L44_O,37.125,123.975
GR3_F1L44_S,37.075,123.925
GR3_F1P22_J,36.925,123.975
GR3_F1P22_O,36.875,123.975
GR3_F1P22_R,36.825,123.875
GR3_F2E13_X,38.525,124.175
GR3_F2E14_V,38.525,124.325
GR3_F2E33_V,38.025,124.075
GR3_F2E33_W,38.025,124.125
GR3_F2E43_Y,38.025,124.725
GR3_F2F13_G,38.675,125.075
GR3_F2I13_C,37.725,124.125
GR3_F2I21_C,37.975,124.625
GR3_F2I21_D,37.975,124.675
GR3_F2I21_S,37.825,124.675
GR3_F2I21_Y,37.775,124.725
GR3_F2I24_L,37.625,124.825
GR3_F2I31_Y,37.275,124.225
GR3_F2I32_G,37.425,124.325
GR3_F2I32_W,37.275,124.375
GR3_F2I32_X,37.275,124.425
GR3_F2I33_D,37.225,124.175
GR3_F2I33_S,37.075,124.175
GR3_F2I33_Y,37.025,124.225
GR3_F2I34_N,37.125,124.425
GR3_F2I34_O,37.125,124.475
GR3_F2I43_H,37.175,124.625
GR3_F2I43_P,37.075,124.525
GR3_F2I43_T,37.075,124.725
GR3_F2I44_P,37.075,124.775
GR3_F2I44_U,37.025,124.775
GR3_F2J13_K,37.625,125.025
GR3_F2J13_Q,37.575,125.075
GR3_F2J23_J,37.675,125.725
GR3_F2J31_T,37.325,125.225
GR3_F2J33_F,37.175,125.025
GR3_F2J33_G,37.175,125.075
GR3_F2J34_Y,37.025,125.475
GR3_F2J43_H,37.175,125.625
GR3_F2J43_K,37.125,125.525
GR3_F2J43_O,37.125,125.725
GR3_F2K12_W,37.775,126.375
GR3_F2K14_C,37.725,126.375
GR3_F2K14_M,37.625,126.375
GR3_F2K14_V,37.525,126.325
GR3_F2K14_X,37.525,126.425
GR3_F2K23_U,37.525,126.525
GR3_F2K24_P,37.575,126.775
GR3_F2K24_X,37.525,126.925
GR3_F2K31_N,37.375,126.175
GR3_F2K31_S,37.325,126.175
GR3_F2K31_U,37.275,126.025
GR3_F2K31_X,37.275,126.175
GR3_F2K31_Y,37.275,126.225
GR3_F2K32_D,37.475,126.425
GR3_F2K32_E,37.475,126.475
GR3_F2K32_N,37.375,126.425
GR3_F2K32_O,37.375,126.475
GR3_F2K33_H,37.175,126.125
GR3_F2K33_O,37.125,126.225
GR3_F2K33_P,37.075,126.025
GR3_F2K33_Q,37.075,126.075
GR3_F2K34_C,37.225,126.375
GR3_F2K34_G,37.175,126.325
GR3_F2K34_K,37.125,126.275
GR3_F2K41_J,37.425,126.725
GR3_F2K41_M,37.375,126.625
GR3_F2K41_O,37.375,126.725
GR3_F2K43_U,37.025,126.525
GR3_F2M12_B,36.975,124.325
GR3_F2N11_I,36.925,125.175
GR3_F2N11_K,36.875,125.025
GR3_F2N11_L,36.875,125.075
GR3_F2N11_M,36.875,125.125
GR3_F2N11_R,36.825,125.125
GR3_F2N12_X,36.775,125.425
GR3_F2N12_Y,36.775,125.475
GR3_F2N14_A,36.725,125.275
GR3_F2N14_B,36.725,125.325
GR3_F2N14_H,36.675,125.375
GR3_F2N14_N,36.625,125.425
GR3_F2N14_Q,36.575,125.325
GR3_F2N14_V,36.525,125.325
GR3_F2N14_Y,36.525,125.475
GR3_F2N21_H,36.925,125.625
GR3_F2N21_M,36.875,125.625
GR3_F2N21_X,36.775,125.675
GR3_F2N21_Y,36.775,125.725
GR3_F2N22_H,36.925,125.875
GR3_F2N22_L,36.875,125.825
GR3_F2N22_P,36.825,125.775
GR3_F2N22_Y,36.775,125.975
GR3_F2N23_B,36.725,125.575
GR3_F2N23_E,36.725,125.725
GR3_F2N23_T,36.575,125.725
GR3_F2N24_D,36.725,125.925
GR3_F2N24_K,36.625,125.775
GR3_F2N31_W,36.275,125.125
GR3_F2N32_B,36.475,125.325
GR3_F2N32_D,36.475,125.425
GR3_F2N32_F,36.425,125.275
GR3_F2N32_H,36.425,125.375
GR3_F2N32_T,36.325,125.475
GR3_F2N32_Y,36.275,125.475
GR3_F2N33_C,36.225,125.125
GR3_F2N34_G,36.175,125.325
GR3_F2N34_L,36.125,125.325
GR3_F2N41_B,36.475,125.575
GR3_F2N41_L,36.375,125.575
GR3_F2N41_M,36.375,125.625
GR3_F2N41_Y,36.275,125.725
GR3_F2N42_F,36.425,125.775
GR3_F2N42_J,36.425,125.975
GR3_F2N42_N,36.375,125.925
GR3_F2N42_P,36.325,125.775
GR3_F2N43_G,36.175,125.575
GR3_F2N43_Y,36.025,125.725
GR3_F2N44_F,36.175,125.775
GR3_F2N44_I,36.175,125.925
GR3_F2N44_J,36.175,125.975
GR3_F2N44_N,36.125,125.925
GR3_F2O11_A,36.975,126.025
GR3_F2O11_H,36.925,126.125
GR3_F2O11_K,36.875,126.025
GR3_F2O12_G,36.925,126.325
GR3_F2O12_H,36.925,126.375
GR3_F2O13_I,36.675,126.175
GR3_F2O13_N,36.625,126.175
GR3_F2O13_S,36.575,126.175
GR3_F2O14_F,36.675,126.275
GR3_F2O14_R,36.575,126.375
GR3_F2O14_Y,36.525,126.475
GR3_F2O22_L,36.875,126.825
GR3_F2O31_A,36.475,126.025
GR3_F2O32_A,36.475,126.275
GR3_F2O32_H,36.425,126.375
GR3_F2O32_M,36.375,126.375
GR3_F2O32_N,36.375,126.425
GR3_F2O32_Q,36.325,126.325
GR3_F2O32_U,36.275,126.275
GR3_F2O32_Y,36.275,126.475
GR3_F2O33_O,36.125,126.225
GR3_F2O33_Q,36.075,126.075
GR3_F2O33_R,36.075,126.125
GR3_F2O33_T,36.075,126.225
GR3_F2O33_U,36.025,126.025
GR3_F2O33_V,36.025,126.075
GR3_F2O33_W,36.025,126.125
GR3_F2O34_A,36.225,126.275
GR3_F2O34_M,36.125,126.375
GR3_F2O34_N,36.125,126.425
GR3_F2O43_L,36.125,126.575
GR3_F2O43_M,36.125,126.625
GR3_F3K34_M,33.125,122.375
GR3_F3L22_K,33.875,123.775
GR3_F3L22_Y,33.775,123.975
GR3_F3L43_V,33.025,123.575
GR3_F4A42_E,35.475,124.975
GR3_F4A42_R,35.325,124.875
GR3_F4A42_S,35.325,124.925
GR3_F4A42_T,35.325,124.975
GR3_F4A42_U,35.275,124.775
GR3_F4A42_V,35.275,124.825
GR3_F4A44_C,35.225,124.875
GR3_F4A44_F,35.175,124.775
GR3_F4B12_J,35.925,125.475
GR3_F4B13_G,35.675,125.075
GR3_F4B13_T,35.575,125.225
GR3_F4B13_V,35.525,125.075
GR3_F4B13_Y,35.525,125.225
GR3_F4B21_B,35.975,125.575
GR3_F4B21_C,35.975,125.625
GR3_F4B21_G,35.925,125.575
GR3_F4B21_O,35.875,125.725
GR3_F4B21_X,35.775,125.675
GR3_F4B22_C,35.975,125.875
GR3_F4B22_L,35.875,125.825
GR3_F4B22_P,35.825,125.775
GR3_F4B22_U,35.775,125.775
GR3_F4B23_C,35.725,125.625
GR3_F4B23_G,35.675,125.575
GR3_F4B23_Y,35.525,125.725
GR3_F4B24_A,35.725,125.775
GR3_F4B24_E,35.725,125.975
GR3_F4B31_A,35.475,125.025
GR3_F4B31_D,35.475,125.175
GR3_F4B31_J,35.425,125.225
GR3_F4B31_U,35.275,125.025
GR3_F4B32_F,35.425,125.275
